,id_ap,ap_isu_id,title_ap,year,qualification,id_direction,title_direction,number_direction,structural_unit,su_short_name,on_check,laboriousness,loading_datetime
0,7334,18399,Компьютерные системы и технологии,2023,master,15742,Информатика и вычислительная техника,09.04.01,факультет программной инженерии и компьютерной техники,ФПИ и КТ,verified,120,2023-10-21 09:16:43.018147
0,7333,18395,Цифровая урбанистика / Digital Urban Studies,2023,master,15799,Наукоемкие технологии и экономика инноваций,27.04.07,Институт дизайна и урбанистики,ИДУ,verified,120,2023-10-21 09:16:51.387882
0,7326,18380,Биоинформатика и системная биология / Bioinformatics and systems biology,2023,master,15735,Прикладная математика и информатика,01.04.02,институт прикладных компьютерных наук,ИПКН,verified,120,2023-10-21 09:16:56.308485
0,7332,18393,Цифровая урбанистика / Digital Urban Studies,2023,master,15810,Градостроительство,07.04.04,Институт дизайна и урбанистики,ИДУ,verified,120,2023-10-21 09:17:04.702390
0,7204,16657,Техническое зрение,2022,master,15758,Оптотехника,12.04.02,"научно-образовательная лаборатория ""Техническое зрение""",НОЛ ТЗ,in_work,518,2023-10-21 09:17:10.966883
0,7280,10572,Нанофотоника и квантовая оптика,2018,bachelor,15772,Техническая физика,16.03.01,,,in_work,393,2023-10-21 09:17:16.691123
0,7221,16105,Цифровые методы в гуманитарных исследованиях / Digital Humanities,2022,master,15799,Наукоемкие технологии и экономика инноваций,27.04.07,,,on_check,480,2023-10-21 09:17:23.014283
0,7313,18359,Робототехника и искусственный интеллект,2023,bachelor,15792,Управление в технических системах,27.03.04,факультет систем управления и робототехники,ФСУ и Р,verified,240,2023-10-21 09:17:41.622315
0,7293,18338,Теоретическая и экспериментальная физика,2023,bachelor,15772,Техническая физика,16.03.01,физический факультет,ФизФ,verified,240,2023-10-21 09:17:48.858981
0,7338,18413,Программирование и интернет-технологии,2023,master,15809,Информационные системы и технологии,09.04.02,факультет информационных технологий и программирования,ФИТиП,verified,120,2023-10-21 09:17:56.036519
0,7344,18424,"Мультимедиа-технологии, дизайн и юзабилити",2023,master,15745,Программная инженерия,09.04.04,факультет программной инженерии и компьютерной техники,ФПИ и КТ,verified,120,2023-10-21 09:18:03.437229
0,7350,18454,Проектирование и разработка систем больших данных,2023,master,15745,Программная инженерия,09.04.04,факультет программной инженерии и компьютерной техники,ФПИ и КТ,verified,120,2023-10-21 09:18:09.944696
0,7405,18388,Цифровые методы в гуманитарных исследованиях,2023,master,15798,Инноватика,27.04.05,институт международного развития и партнерства,Институт МР и П,verified,120,2023-10-21 09:18:18.015358
0,7400,18398,Научная коммуникация,2023,master,15798,Инноватика,27.04.05,институт международного развития и партнерства,Институт МР и П,verified,120,2023-10-21 09:18:25.843640
0,7343,18421,Мобильные и облачные технологии,2023,master,15744,Прикладная информатика,09.04.03,факультет инфокоммуникационных технологий,ФИКТ,verified,120,2023-10-21 09:18:34.379039
0,7404,18391,Продуктовый дизайн,2023,master,15798,Инноватика,27.04.05,институт международного развития и партнерства,Институт МР и П,verified,120,2023-10-21 09:18:39.109016
0,7359,18519,Цифровые технологии в производстве,2023,master,15770,Автоматизация технологических процессов и производств,15.04.04,факультет систем управления и робототехники,ФСУ и Р,verified,120,2023-10-21 09:18:47.685585
0,7401,18397,Искусство и наука / Art & Science,2023,master,15798,Инноватика,27.04.05,институт международного развития и партнерства,Институт МР и П,verified,126,2023-10-21 09:18:52.039704
0,7370,18442,Роботизация химических технологий,2023,master,15770,Автоматизация технологических процессов и производств,15.04.04,научно-образовательный центр инфохимии,НОЦ инфохимии,verified,120,2023-10-21 09:18:57.843375
0,7394,18402,Молекулярная биология и биотехнология / Molecular Biology and Biotechnology,2023,master,15783,Биотехнология,19.04.01,химико-биологический кластер,ХБК,verified,120,2023-10-21 09:19:03.405710
0,7361,18451,Техническое зрение,2023,master,15758,Оптотехника,12.04.02,"научно-образовательная лаборатория ""Техническое зрение""",НОЛ ТЗ,verified,120,2023-10-21 09:19:12.213379
0,7355,18444,Функциональная безопасность беспилотных транспортных средств,2023,master,15751,Конструирование и технология электронных средств,11.04.03,факультет безопасности информационных технологий,ФБИТ,verified,120,2023-10-21 09:19:18.731806
0,7354,18458,Программирование и инфокоммуникации,2023,master,15750,Инфокоммуникационные технологии и системы связи,11.04.02,факультет инфокоммуникационных технологий,ФИКТ,verified,120,2023-10-21 09:19:29.288464
0,7403,18394,Корпоративные финансы и венчурные инвестиции,2023,master,15798,Инноватика,27.04.05,факультет технологического менеджмента и инноваций,ФТМИ,in_work,0,2023-10-21 09:19:29.859134
0,7364,18456,Хемоинформатика и биоинженерия / Chemoinformatics and bioengineering,2023,master,15760,Биотехнические системы и технологии,12.04.04,центр химической инженерии,Центр ХИ,verified,120,2023-10-21 09:19:36.991346
0,7385,18414,Индустриальная экология / Industrial ecology,2023,master,15779,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.04.02,факультет экотехнологий,ФЭТ,verified,102,2023-10-21 09:19:46.028780
0,7388,18411,Химия и искусственный интеллект / Chemistry and Artificial Intelligence,2023,master,15779,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.04.02,химико-биологический кластер,ХБК,verified,120,2023-10-21 09:19:51.488914
0,7411,18381,Цифровые продукты: создание и управление,2023,master,15819,Менеджмент,38.04.02,факультет технологического менеджмента и инноваций,ФТМИ,verified,120,2023-10-21 09:19:55.636184
0,7485,18417,Искусственный интеллект в промышленности,2023,master,15809,Информационные системы и технологии,09.04.02,факультет цифровых трансформаций,ФЦТ,verified,120,2023-10-21 09:20:03.354155
0,7396,18526,Прикладная геномика,2023,master,15812,Биология,06.04.01,химико-биологический кластер,ХБК,verified,120,2023-10-21 09:20:11.726633
0,7487,18387,Искусственный интеллект и поведенческая экономика,2023,master,15735,Прикладная математика и информатика,01.04.02,факультет цифровых трансформаций,ФЦТ,verified,120,2023-10-21 09:20:21.530855
0,7339,18415,Речевые технологии и машинное обучение,2023,master,15809,Информационные системы и технологии,09.04.02,факультет информационных технологий и программирования,ФИТиП,verified,120,2023-10-21 09:20:27.404823
0,7348,18428,Системное и прикладное программное обеспечение,2023,master,15745,Программная инженерия,09.04.04,факультет программной инженерии и компьютерной техники,ФПИ и КТ,verified,120,2023-10-21 09:20:35.316614
0,7389,18410,Химия для энергетических технологий / Sustainable Chemistry For Energy Technologies,2023,master,15779,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.04.02,химико-биологический кластер,ХБК,verified,120,2023-10-21 09:20:40.988578
0,7360,18449,Прикладная оптика / Applied Optics,2023,master,15758,Оптотехника,12.04.02,"институт  ""Высшая инженерно-техническая школа""",Институт ВИТШ,verified,120,2023-10-21 09:20:50.044825
0,7372,18440,Системный анализ и управление,2023,master,15796,Системный анализ и управление,27.04.03,факультет систем управления и робототехники,ФСУ и Р,verified,120,2023-10-21 09:20:59.532211
0,7392,18408,ФудТех / Foodtech,2023,master,15785,Продукты питания животного происхождения,19.04.03,факультет биотехнологий,ФБТ,verified,120,2023-10-21 09:21:07.573094
0,7297,18343,Мобильные и сетевые технологии,2023,bachelor,15740,Прикладная информатика,09.03.03,факультет инфокоммуникационных технологий,ФИКТ,verified,241,2023-10-21 09:21:16.025350
0,7381,18431,Энергоэффективные инженерные системы и технологии СПГ,2023,master,15775,"Холодильная, криогенная техника и системы жизнеобеспечения",16.04.03,"институт  ""Высшая инженерно-техническая школа""",Институт ВИТШ,verified,120,2023-10-21 09:21:22.697645
0,7365,18452,Лазерные технологии,2023,master,15761,Лазерная техника и лазерные технологии,12.04.05,институт лазерных технологий,ИЛТ,verified,120,2023-10-21 09:21:32.106340
0,7337,18409,Искусственный интеллект,2023,master,15798,Инноватика,27.04.05,институт прикладных компьютерных наук,ИПКН,verified,120,2023-10-21 09:21:42.424561
0,7375,18435,Световодная фотоника и программируемая электроника,2023,master,15774,Техническая физика,16.04.01,"институт  ""Высшая инженерно-техническая школа""",Институт ВИТШ,verified,120,2023-10-21 09:21:51.091707
0,7347,18427,Программное обеспечение радиоэлектронных систем,2023,master,15745,Программная инженерия,09.04.04,факультет программной инженерии и компьютерной техники,ФПИ и КТ,verified,120,2023-10-21 09:21:57.336158
0,7356,18445,Функциональная безопасность беспилотных транспортных средств,2023,master,15788,Эксплуатация транспортно-технологических машин и комплексов,23.04.03,факультет безопасности информационных технологий,ФБИТ,verified,120,2023-10-21 09:22:03.948417
0,7341,18418,Информационные системы бизнеса,2023,master,15744,Прикладная информатика,09.04.03,факультет информационных технологий и программирования,ФИТиП,verified,120,2023-10-21 09:22:09.167478
0,7398,18400,Математические технологии системного анализа,2023,master,15796,Системный анализ и управление,27.04.03,научно-образовательный центр математики,НОЦМ,verified,120,2023-10-21 09:22:16.359565
0,7382,18423,Технологии декарбонизации в топливно-энергетическом комплексе,2023,master,15775,"Холодильная, криогенная техника и системы жизнеобеспечения",16.04.03,"институт  ""Высшая инженерно-техническая школа""",Институт ВИТШ,verified,120,2023-10-21 09:22:22.389667
0,7346,18426,Нейротехнологии и программная инженерия,2023,master,15745,Программная инженерия,09.04.04,факультет программной инженерии и компьютерной техники,ФПИ и КТ,verified,120,2023-10-21 09:22:29.138822
0,7380,18432,Информационные технологии в теплофизике,2023,master,15775,"Холодильная, криогенная техника и системы жизнеобеспечения",16.04.03,"образовательный центр ""Энергоэффективные инженерные системы""",ОЦ ЭИС,verified,120,2023-10-21 09:22:35.324782
0,7357,18447,Инженерия цифровых систем,2023,master,15757,Приборостроение,12.04.01,"институт  ""Высшая инженерно-техническая школа""",Институт ВИТШ,verified,120,2023-10-21 09:22:44.302746
0,7484,18443,Программирование и инфокоммуникации,2023,master,15750,Инфокоммуникационные технологии и системы связи,11.04.02,факультет инфокоммуникационных технологий,ФИКТ,in_work,0,2023-10-21 09:22:45.017127
0,7407,18386,Науки о здоровье / Public Health Sciences,2023,master,15799,Наукоемкие технологии и экономика инноваций,27.04.07,институт международного развития и партнерства,Институт МР и П,verified,120,2023-10-21 09:22:49.385971
0,7369,18448,Экологическая инженерия и экодизайн,2023,master,15786,Техносферная безопасность,20.04.01,факультет экотехнологий,ФЭТ,verified,120,2023-10-21 09:22:56.364330
0,7386,18416,Индустриальная экология / Industrial ecology,2023,master,15786,Техносферная безопасность,20.04.01,факультет экотехнологий,ФЭТ,verified,102,2023-10-21 09:23:05.248139
0,7349,18430,Проектирование и разработка систем искусственного интеллекта,2023,master,15745,Программная инженерия,09.04.04,факультет программной инженерии и компьютерной техники,ФПИ и КТ,verified,120,2023-10-21 09:23:11.821495
0,7377,18433,Физика радиочастотных технологий,2023,master,15774,Техническая физика,16.04.01,физико-технический мегафакультет,ФТ МФ,verified,120,2023-10-21 09:23:17.797465
0,7379,18521,Фотоника и спинтроника,2023,master,15774,Техническая физика,16.04.01,физический факультет,ФизФ,verified,120,2023-10-21 09:23:23.873130
0,7351,18455,Программирование для незрячих и слабовидящих,2023,master,15745,Программная инженерия,09.04.04,факультет программной инженерии и компьютерной техники,ФПИ и КТ,verified,120,2023-10-21 09:23:28.190494
0,7353,18441,Безопасность систем искусственного интеллекта,2023,master,15747,Информационная безопасность,10.04.01,факультет безопасности информационных технологий,ФБИТ,verified,120,2023-10-21 09:23:34.701216
0,7366,18523,Перспективные системы передачи данных,2023,master,15761,Лазерная техника и лазерные технологии,12.04.05,институт перспективных систем передачи данных,ИПСПД,verified,120,2023-10-21 09:23:41.507077
0,7378,18524,Лазерные и синхротронные технологии мегасайенс,2023,master,15774,Техническая физика,16.04.01,институт перспективных систем передачи данных,ИПСПД,verified,120,2023-10-21 09:23:47.819161
0,7402,18396,Инновационный маркетинг,2023,master,15798,Инноватика,27.04.05,факультет технологического менеджмента и инноваций,ФТМИ,in_work,42,2023-10-21 09:23:48.763908
0,7391,18407,ФудТех / Foodtech,2023,master,15784,Продукты питания из растительного сырья,19.04.02,факультет биотехнологий,ФБТ,verified,120,2023-10-21 09:23:55.590751
0,7352,18439,Информационная безопасность / Information security,2023,master,15747,Информационная безопасность,10.04.01,факультет безопасности информационных технологий,ФБИТ,verified,120,2023-10-21 09:24:04.392066
0,7374,18436,Инженерия приводных систем,2023,master,15771,Мехатроника и робототехника,15.04.06,факультет систем управления и робототехники,ФСУ и Р,verified,120,2023-10-21 09:24:12.989049
0,7409,18383,Технологии и стратегии бизнес-трансформации,2023,master,15803,Экономика,38.04.01,факультет технологического менеджмента и инноваций,ФТМИ,verified,120,2023-10-21 09:24:20.815804
0,7362,18457,Прикладная фотоника,2023,master,15759,Фотоника и оптоинформатика,12.04.03,физико-технический мегафакультет,ФТ МФ,verified,120,2023-10-21 09:24:29.545000
0,7301,18347,Технологии защиты информации,2023,bachelor,15749,Конструирование и технология электронных средств,11.03.03,факультет безопасности информационных технологий,ФБИТ,verified,240,2023-10-21 09:24:36.925193
0,7358,18518,Цифровые технологии в производстве,2023,master,15757,Приборостроение,12.04.01,факультет систем управления и робототехники,ФСУ и Р,verified,120,2023-10-21 09:24:45.383249
0,7495,18520,Физика и технология наноструктур / Physics and technology of nanostructures,2023,master,15759,Фотоника и оптоинформатика,12.04.03,факультет фотоники,Ф фотоники,verified,120,2023-10-21 09:24:55.134900
0,7335,18404,Искусственный интеллект,2023,master,15742,Информатика и вычислительная техника,09.04.01,институт прикладных компьютерных наук,ИПКН,verified,120,2023-10-21 09:25:05.709207
0,7496,25337,Технологии и стратегии бизнес-трансформации,2023,master,15798,Инноватика,27.04.05,факультет технологического менеджмента и инноваций,ФТМИ,verified,120,2023-10-21 09:25:13.579851
0,7316,18362,Биотехнология,2023,bachelor,15780,Биотехнология,19.03.01,факультет биотехнологий,ФБТ,verified,236,2023-10-21 09:25:19.471223
0,7318,18365,Бизнес-информатика,2023,bachelor,15802,Бизнес-информатика,38.03.05,факультет технологического менеджмента и инноваций,ФТМИ,verified,240,2023-10-21 09:25:27.696010
0,7322,18363,Интеллектуальные системы в гуманитарной сфере,2023,bachelor,15806,Интеллектуальные системы в гуманитарной сфере,45.03.04,факультет инфокоммуникационных технологий,ФИКТ,verified,240,2023-10-21 09:25:35.793557
0,7390,18405,ФудТех / Foodtech,2023,master,15783,Биотехнология,19.04.01,факультет биотехнологий,ФБТ,verified,156,2023-10-21 09:25:43.360416
0,7371,18438,Системный анализ и управление,2023,master,15771,Мехатроника и робототехника,15.04.06,факультет систем управления и робототехники,ФСУ и Р,verified,120,2023-10-21 09:25:52.735389
0,7367,18450,Электроинженерия,2023,master,15765,Электроэнергетика и электротехника,13.04.02,факультет систем управления и робототехники,ФСУ и Р,verified,120,2023-10-21 09:26:01.210613
0,7304,18350,Физика наноструктур,2023,bachelor,15754,Фотоника и оптоинформатика,12.03.03,факультет фотоники,Ф фотоники,verified,240,2023-10-21 09:26:10.478037
0,7494,22797,Инфокоммуникационные оптические технологии,2023,master,15774,Техническая физика,16.04.01,"институт  ""Высшая инженерно-техническая школа""",Институт ВИТШ,verified,120,2023-10-21 09:26:18.608998
0,7303,18349,Фотоника и оптоинформатика,2023,bachelor,15754,Фотоника и оптоинформатика,12.03.03,факультет фотоники,Ф фотоники,verified,240,2023-10-21 09:26:26.814542
0,7373,18437,Робототехника и искусственный интеллект / Robotics and artificial intelligence,2023,master,15771,Мехатроника и робототехника,15.04.06,факультет систем управления и робототехники,ФСУ и Р,verified,120,2023-10-21 09:26:36.098447
0,7307,18353,Лазерные технологии,2023,bachelor,15756,Лазерная техника и лазерные технологии,12.03.05,институт лазерных технологий,ИЛТ,verified,240,2023-10-21 09:26:46.460613
0,7410,18384,Технологии и стратегии бизнес-трансформации,2023,master,15804,Бизнес-информатика,38.04.05,факультет технологического менеджмента и инноваций,ФТМИ,verified,120,2023-10-21 09:26:54.167331
0,7491,25137,Программное обеспечение высоконагруженных систем,2023,master,15735,Прикладная математика и информатика,01.04.02,институт прикладных компьютерных наук,ИПКН,verified,120,2023-10-21 09:26:59.414522
0,7311,18357,Робототехника и искусственный интеллект,2023,bachelor,15768,Мехатроника и робототехника,15.03.06,факультет систем управления и робототехники,ФСУ и Р,verified,240,2023-10-21 09:27:18.182026
0,7291,18339,Компьютерные технологии: Программирование и искусственный интеллект,2023,bachelor,15734,Прикладная математика и информатика,01.03.02,факультет информационных технологий и программирования,ФИТиП,verified,237,2023-10-21 09:27:25.684099
0,7308,18354,Робототехника и искусственный интеллект,2023,bachelor,15752,Приборостроение,12.03.01,факультет систем управления и робототехники,ФСУ и Р,verified,240,2023-10-21 09:27:44.100590
0,7314,18360,Беспроводные технологии,2023,bachelor,15772,Техническая физика,16.03.01,физический факультет,ФизФ,verified,240,2023-10-21 09:27:51.254985
0,7345,18425,Веб-технологии,2023,master,15745,Программная инженерия,09.04.04,факультет программной инженерии и компьютерной техники,ФПИ и КТ,verified,120,2023-10-21 09:27:58.941637
0,7376,18434,Современные квантовые и нанофотонные системы / Advanced Quantum and Nanophotonic Systems,2023,master,15774,Техническая физика,16.04.01,физико-технический мегафакультет,ФТ МФ,verified,120,2023-10-21 09:28:05.517564
0,7306,18352,Биоинженерия,2023,bachelor,15777,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.03.02,центр химической инженерии,Центр ХИ,verified,240,2023-10-21 09:28:13.669305
0,7292,18337,Теоретическая и экспериментальная физика,2023,bachelor,15816,Физика,03.03.02,физический факультет,ФизФ,verified,240,2023-10-21 09:28:20.856261
0,7320,18368,Компьютерные технологии в дизайне,2023,bachelor,15817,Профессиональное обучение (по отраслям),44.03.04,факультет программной инженерии и компьютерной техники,ФПИ и КТ,verified,240,2023-10-21 09:28:26.053608
0,7298,18344,Нейротехнологии и программирование,2023,bachelor,15741,Программная инженерия,09.03.04,факультет программной инженерии и компьютерной техники,ФПИ и КТ,verified,240,2023-10-21 09:28:34.873353
0,7321,18366,Иностранные языки и информационные технологии,2023,bachelor,15806,Интеллектуальные системы в гуманитарной сфере,45.03.04,институт международного развития и партнерства,Институт МР и П,verified,241,2023-10-21 09:28:39.891808
0,7383,18422,Инфохимия / Infochemistry,2023,master,15778,Химическая технология,18.04.01,научно-образовательный центр инфохимии,НОЦ инфохимии,verified,120,2023-10-21 09:28:43.860362
0,7295,18341,Компьютерные системы и технологии,2023,bachelor,15738,Информатика и вычислительная техника,09.03.01,факультет программной инженерии и компьютерной техники,ФПИ и КТ,verified,240,2023-10-21 09:28:52.022243
0,7315,18361,Инфохимия,2023,bachelor,15776,Химическая технология,18.03.01,научно-образовательный центр инфохимии,НОЦ инфохимии,verified,237,2023-10-21 09:28:58.786396
0,7296,18342,Разработка программного обеспечения,2023,bachelor,15739,Информационные системы и технологии,09.03.02,факультет информационных технологий и программирования,ФИТиП,verified,240,2023-10-21 09:29:06.548416
0,7342,18419,Технологии разработки компьютерных игр,2023,master,15744,Прикладная информатика,09.04.03,факультет цифровых трансформаций,ФЦТ,verified,120,2023-10-21 09:29:13.131333
0,7387,18412,Биоэкономика и управление ресурсами,2023,master,15779,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.04.02,центр химической инженерии,Центр ХИ,verified,120,2023-10-21 09:29:20.462797
0,7319,18367,Компьютерные технологии в дизайне,2023,bachelor,15741,Программная инженерия,09.03.04,факультет программной инженерии и компьютерной техники,ФПИ и КТ,verified,240,2023-10-21 09:29:28.654779
0,7384,18420,Химический Софт / Chemistry Soft,2023,master,15778,Химическая технология,18.04.01,научно-образовательный центр инфохимии,НОЦ инфохимии,verified,120,2023-10-21 09:29:32.641485
0,7408,18385,Стратегическое управление интеллектуальной собственностью,2023,master,15800,Управление интеллектуальной собственностью,27.04.08,факультет технологического менеджмента и инноваций,ФТМИ,verified,120,2023-10-21 09:29:40.288721
0,7492,22799,Управление высокотехнологичным бизнесом,2023,master,15798,Инноватика,27.04.05,факультет технологического менеджмента и инноваций,ФТМИ,verified,120,2023-10-21 09:29:48.234037
0,7300,18346,Технологии защиты информации,2023,bachelor,15814,Информационная безопасность,10.03.01,факультет безопасности информационных технологий,ФБИТ,verified,240,2023-10-21 09:29:55.391576
0,7493,22798,Технологии разработки компьютерных игр,2023,bachelor,15748,Инфокоммуникационные технологии и системы связи,11.03.02,школа разработки видеоигр,ШРВ,verified,240,2023-10-21 09:30:03.299008
0,7406,18389,Цифровые методы в гуманитарных исследованиях,2023,master,15865,Интеллектуальные системы в гуманитарной сфере,45.04.04,институт международного развития и партнерства,Институт МР и П,verified,120,2023-10-21 09:30:11.236300
0,7395,18525,Прикладная геномика,2023,master,15783,Биотехнология,19.04.01,химико-биологический кластер,ХБК,verified,120,2023-10-21 09:30:19.107941
0,7399,18522,Цифровые системы управления / Digital control systems,2023,master,15797,Управление в технических системах,27.04.04,факультет систем управления и робототехники,ФСУ и Р,verified,120,2023-10-21 09:30:26.607517
0,7368,18446,Экологическая инженерия и экодизайн,2023,master,15769,Технологические машины и оборудование,15.04.02,факультет экотехнологий,ФЭТ,verified,120,2023-10-21 09:30:33.314824
0,7397,18401,Системы управления движением и навигация,2023,master,15791,Системы управления движением и навигация,24.04.02,факультет систем управления и робототехники,ФСУ и Р,verified,120,2023-10-21 09:30:41.580960
0,7393,18403,Индустриальная биотехнология,2023,master,15783,Биотехнология,19.04.01,факультет биотехнологий,ФБТ,verified,120,2023-10-21 09:30:48.531947
0,7312,18358,Робототехника и искусственный интеллект,2023,bachelor,15789,Системы управления движением и навигация,24.03.02,факультет систем управления и робототехники,ФСУ и Р,verified,240,2023-10-21 09:31:06.473268
0,7317,18364,Технологии и инновации,2023,bachelor,15793,Инноватика,27.03.05,факультет технологического менеджмента и инноваций,ФТМИ,verified,240,2023-10-21 09:31:16.427347
0,7497,27937,Искусственный интеллект и ИТ-стартапы,2023,master,15742,Информатика и вычислительная техника,09.04.01,,,in_work,0,2023-10-21 09:31:17.059677
0,7499,28077,Распределенные веб-сервисы / Web scale systems,2023,master,15750,Инфокоммуникационные технологии и системы связи,11.04.02,институт прикладных компьютерных наук,ИПКН,verified,120,2023-10-21 09:31:21.730265
0,7500,28097,Прикладная разработка информационных систем,2023,bachelor,15740,Прикладная информатика,09.03.03,факультет инфокоммуникационных технологий,ФИКТ,verified,156,2023-10-21 09:31:25.818625
0,7498,28078,Инструменты разработки и анализа программ,2023,master,15745,Программная инженерия,09.04.04,институт прикладных компьютерных наук,ИПКН,verified,120,2023-10-21 09:31:30.852180
0,7501,28257,Разработчик программного обеспечения,2023,master,15770,Автоматизация технологических процессов и производств,15.04.04,передовая инженерная школа,ПИШ,verified,120,2023-10-21 09:31:36.443672
0,7502,28389,Проектирование и разработка систем искусственного интеллекта,2023,master,15809,Информационные системы и технологии,09.04.02,,,on_check,120,2023-10-21 09:31:42.597607
0,7310,18356,Робототехника и искусственный интеллект,2023,bachelor,15767,Автоматизация технологических процессов и производств,15.03.04,факультет систем управления и робототехники,ФСУ и Р,verified,240,2023-10-21 09:32:00.636618
0,7309,18355,Робототехника и искусственный интеллект,2023,bachelor,15764,Электроэнергетика и электротехника,13.03.02,факультет систем управления и робототехники,ФСУ и Р,verified,240,2023-10-21 09:32:18.732543
0,7294,18340,Экотехнологии и устойчивое развитие,2023,bachelor,15811,Экология и природопользование,05.03.06,факультет экотехнологий,ФЭТ,verified,237,2023-10-21 09:32:26.842425
