,id_ap,ap_isu_id,title_ap,year,qualification,id_direction,title_direction,number_direction,structural_unit,on_check,laboriousness,loading_datetime
373,7201,16122,Инфохимия / Infochemistry,2022,master,15778,Химическая технология,18.04.01,,in_work,296,2023-10-05 16:57:09.447323
374,7202,16217,Индустриальная биотехнология,2022,master,15783,Биотехнология,19.04.01,,in_work,335,2023-10-05 16:57:13.900287
375,7203,16005,Технологии защиты информации,2022,bachelor,15749,Конструирование и технология электронных средств,11.03.03,,in_work,500,2023-10-05 16:57:20.661636
376,7141,15868,Стратегии и технологии цифровой трансформации / Digital Transformation Strategies and Technologies,2022,master,15804,Бизнес-информатика,38.04.05,,in_work,542,2023-10-05 16:57:26.676783
377,7195,16114,Физика радиочастотных технологий,2022,master,15774,Техническая физика,16.04.01,,on_check,506,2023-10-05 16:57:30.556607
378,7205,17097,Роботизация химических технологий,2022,master,15770,Автоматизация технологических процессов и производств,15.04.04,,in_work,326,2023-10-05 16:57:34.927130
379,7206,16078,Прикладная геномика / Applied genomics,2022,master,15812,Биология,06.04.01,,in_work,536,2023-10-05 16:57:42.615469
380,7207,16084,Цифровая урбанистика,2022,master,15810,Градостроительство,07.04.04,,in_work,680,2023-10-05 16:57:52.936655
381,7208,15862,Функциональная безопасность беспилотных транспортных средств,2022,master,15751,Конструирование и технология электронных средств,11.04.03,,in_work,401,2023-10-05 16:57:58.466182
382,7209,16088,Инженерия цифровых систем,2022,master,15757,Приборостроение,12.04.01,,in_work,479,2023-10-05 16:58:06.729071
383,7210,16089,Цифровые технологии в производстве,2022,master,15757,Приборостроение,12.04.01,,in_work,545,2023-10-05 16:58:13.332063
384,7213,15879,Индустриальная экология / Industrial ecology,2022,master,15779,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.04.02,,in_work,596,2023-10-05 16:58:19.543803
385,7214,16093,ФудТех / Foodtech,2022,master,15783,Биотехнология,19.04.01,,in_work,476,2023-10-05 16:58:24.944846
386,7215,16098,Экологическая и техносферная безопасность / Environmental and technosphere safety,2022,master,15786,Техносферная безопасность,20.04.01,,in_work,467,2023-10-05 16:58:30.932370
387,7216,16094,ФудТех / Foodtech,2022,master,15784,Продукты питания из растительного сырья,19.04.02,,in_work,485,2023-10-05 16:58:36.409086
388,7217,16006,Беспроводные технологии,2022,bachelor,15753,Оптотехника,12.03.02,,in_work,486,2023-10-05 16:58:40.569047
389,7218,16017,Биоинженерия,2022,bachelor,15755,Биотехнические системы и технологии,12.03.04,,in_work,512,2023-10-05 16:58:45.981631
390,7219,17117,Беспроводные технологии,2022,bachelor,15772,Техническая физика,16.03.01,,in_work,485,2023-10-05 16:58:51.062570
391,7220,16004,Технологии защиты информации,2022,bachelor,15814,Информационная безопасность,10.03.01,,in_work,503,2023-10-05 16:58:57.691713
392,7222,15845,Инженерия машинного обучения,2022,master,15742,Информатика и вычислительная техника,09.04.01,,in_work,422,2023-10-05 16:59:02.865833
393,7223,16013,Робототехника и искусственный интеллект,2022,bachelor,15768,Мехатроника и робототехника,15.03.06,,in_work,830,2023-10-05 16:59:10.743718
394,7224,16012,Робототехника и искусственный интеллект,2022,bachelor,15767,Автоматизация технологических процессов и производств,15.03.04,,in_work,827,2023-10-05 16:59:18.117185
395,7225,16021,Робототехника и искусственный интеллект,2022,bachelor,15789,Системы управления движением и навигация,24.03.02,,in_work,827,2023-10-05 16:59:25.692977
396,7226,16011,Робототехника и искусственный интеллект,2022,bachelor,15752,Приборостроение,12.03.01,,in_work,827,2023-10-05 16:59:32.867039
397,7227,16010,Робототехника и искусственный интеллект,2022,bachelor,15763,Теплоэнергетика и теплотехника,13.03.01,,in_work,827,2023-10-05 16:59:40.304208
398,7228,16020,Робототехника и искусственный интеллект,2022,bachelor,15764,Электроэнергетика и электротехника,13.03.02,,in_work,827,2023-10-05 16:59:48.089350
399,7229,16025,Компьютерные технологии в дизайне,2022,bachelor,15741,Программная инженерия,09.03.04,,in_work,856,2023-10-05 16:59:54.288226
400,7230,16659,Инженерия машинного обучения,2022,master,15798,Инноватика,27.04.05,,in_work,443,2023-10-05 17:00:00.034454
401,7231,16658,Инженерия машинного обучения,2022,master,15750,Инфокоммуникационные технологии и системы связи,11.04.02,,in_work,422,2023-10-05 17:00:05.116199
402,7232,14578,Системы управления движением и навигация / Motion control and navigation,2021,master,15796,Системный анализ и управление,27.04.03,,in_work,159,2023-10-05 17:00:06.812417
403,7327,18382,Большие данные и машинное обучение / Big data and machine learning,2023,master,15735,Прикладная математика и информатика,01.04.02,факультет цифровых трансформаций,verified,120,2023-10-05 17:00:12.080393
404,7336,18406,Искусственный интеллект,2023,master,15750,Инфокоммуникационные технологии и системы связи,11.04.02,институт прикладных компьютерных наук,verified,120,2023-10-05 17:00:24.523277
405,7233,17711,Математическое и компьютерное моделирование,2020,master,15735,Прикладная математика и информатика,01.04.02,,in_work,135,2023-10-05 17:00:28.275581
406,7234,17712,Математическое и компьютерное моделирование,2021,master,15735,Прикладная математика и информатика,01.04.02,,in_work,153,2023-10-05 17:00:30.031666
407,7235,17713,Математическое и компьютерное моделирование,2021,master,15796,Системный анализ и управление,27.04.03,,in_work,150,2023-10-05 17:00:31.752727
408,7236,17684,Лазерная фотоника и оптоэлектроника,2019,bachelor,15756,Лазерная техника и лазерные технологии,12.03.05,,in_work,321,2023-10-05 17:00:37.244111
409,7237,17685,Лазерная фотоника и оптоэлектроника,2019,bachelor,15772,Техническая физика,16.03.01,,in_work,321,2023-10-05 17:00:42.299354
410,7238,17686,Лазерная фотоника и оптоэлектроника,2020,bachelor,15756,Лазерная техника и лазерные технологии,12.03.05,,in_work,514,2023-10-05 17:00:50.956340
411,7239,17687,Лазерная фотоника и оптоэлектроника,2020,bachelor,15772,Техническая физика,16.03.01,,in_work,511,2023-10-05 17:01:00.379990
412,7240,17688,Лазерная фотоника и оптоэлектроника,2021,bachelor,15756,Лазерная техника и лазерные технологии,12.03.05,,in_work,625,2023-10-05 17:01:10.434659
413,7241,17689,Лазерная фотоника и оптоэлектроника,2021,bachelor,15772,Техническая физика,16.03.01,,in_work,595,2023-10-05 17:01:17.667244
414,7242,17690,Лазерные технологии,2020,master,15761,Лазерная техника и лазерные технологии,12.04.05,,in_work,156,2023-10-05 17:01:21.418021
415,7243,17691,Лазерные технологии,2021,master,15761,Лазерная техника и лазерные технологии,12.04.05,,in_work,174,2023-10-05 17:01:23.058782
416,7244,17660,Низкотемпературная техника и энергетика,2018,bachelor,15773,"Холодильная, криогенная техника и системы жизнеобеспечения",16.03.03,,in_work,352,2023-10-05 17:01:28.525910
417,7245,17661,Низкотемпературная техника и энергетика,2019,bachelor,15773,"Холодильная, криогенная техника и системы жизнеобеспечения",16.03.03,,in_work,330,2023-10-05 17:01:33.042634
418,7246,17663,Низкотемпературная техника и энергетика,2020,bachelor,15773,"Холодильная, криогенная техника и системы жизнеобеспечения",16.03.03,,in_work,448,2023-10-05 17:01:39.484175
419,7247,17664,Технологии транспортирования углеводородных энергоносителей,2018,bachelor,,,,,in_work,311,2023-10-05 17:01:44.761382
420,7248,17665,Информационные технологии в энергетике,2018,bachelor,15766,Ядерная энергетика и теплофизика,14.03.01,,in_work,311,2023-10-05 17:01:50.133512
421,7249,17666,Информационные технологии в энергетике,2019,bachelor,15766,Ядерная энергетика и теплофизика,14.03.01,,in_work,318,2023-10-05 17:01:55.055082
422,7250,17667,Информационные технологии в энергетике,2020,bachelor,15766,Ядерная энергетика и теплофизика,14.03.01,,in_work,440,2023-10-05 17:02:00.989423
423,7251,17669,Энергоэффективность и возобновляемая энергетика,2021,bachelor,15763,Теплоэнергетика и теплотехника,13.03.01,,in_work,460,2023-10-05 17:02:07.347963
424,7252,17670,Инжиниринг энергетических систем,2021,bachelor,15773,"Холодильная, криогенная техника и системы жизнеобеспечения",16.03.03,,in_work,506,2023-10-05 17:02:13.662597
425,7253,17671,Автоматизация технологических процессов и производств пищевой промышленности,2020,master,15770,Автоматизация технологических процессов и производств,15.04.04,,in_work,135,2023-10-05 17:02:17.295860
426,7254,17672,Техника и технологии сжиженного природного газа,2020,master,15775,"Холодильная, криогенная техника и системы жизнеобеспечения",16.04.03,,in_work,165,2023-10-05 17:02:21.023022
427,7255,17673,Техника и технологии сжиженного природного газа,2021,master,15775,"Холодильная, криогенная техника и системы жизнеобеспечения",16.04.03,,in_work,135,2023-10-05 17:02:22.485581
428,7257,17675,Технологии и системы преобразования энергии,2021,master,15770,Автоматизация технологических процессов и производств,15.04.04,,in_work,181,2023-10-05 17:02:24.149094
429,7258,17676,Технологии и системы преобразования энергии,2021,master,15775,"Холодильная, криогенная техника и системы жизнеобеспечения",16.04.03,,in_work,192,2023-10-05 17:02:26.031128
430,7259,17677,Информационные технологии в теплофизике,2020,master,15775,"Холодильная, криогенная техника и системы жизнеобеспечения",16.04.03,,in_work,135,2023-10-05 17:02:29.687638
431,7260,17678,Информационные технологии в теплофизике,2021,master,15775,"Холодильная, криогенная техника и системы жизнеобеспечения",16.04.03,,in_work,153,2023-10-05 17:02:31.510866
432,7261,17680,Промышленные холодильные системы и тепловые насосы,2020,master,15775,"Холодильная, криогенная техника и системы жизнеобеспечения",16.04.03,,in_work,135,2023-10-05 17:02:35.137335
433,7262,17681,Проектирование тепломассообменного оборудования и систем жизнеобеспечения,2020,master,15775,"Холодильная, криогенная техника и системы жизнеобеспечения",16.04.03,,in_work,135,2023-10-05 17:02:38.557459
434,7263,17682,Твердотельные системы охлаждения,2020,master,15775,"Холодильная, криогенная техника и системы жизнеобеспечения",16.04.03,,in_work,156,2023-10-05 17:02:42.110571
435,7264,17697,Экологический инжиниринг,2018,bachelor,15777,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.03.02,,in_work,296,2023-10-05 17:02:47.183654
436,7265,17699,Информационные системы для экологической и техносферной безопасности,2020,master,15786,Техносферная безопасность,20.04.01,,in_work,135,2023-10-05 17:02:50.743693
437,7266,17703,Стандартизация и метрология в высокотехнологичном секторе экономики,2020,master,15794,Стандартизация и метрология,27.04.01,,in_work,135,2023-10-05 17:02:54.269314
438,7267,17704,Промышленная экология и чистое производство,2020,master,15779,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.04.02,,in_work,211,2023-10-05 17:02:58.566442
439,7268,17708,Техногенная безопасность и метрология,2021,master,15794,Стандартизация и метрология,27.04.01,,in_work,174,2023-10-05 17:03:00.399735
440,7269,17707,Техногенная безопасность и метрология,2021,master,15786,Техносферная безопасность,20.04.01,,in_work,174,2023-10-05 17:03:02.124412
441,7270,17709,Индустриальная экология / Industrial ecology,2021,master,15779,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.04.02,,in_work,290,2023-10-05 17:03:04.617539
442,7271,17710,Индустриальная экология / Industrial ecology,2021,master,15786,Техносферная безопасность,20.04.01,,in_work,310,2023-10-05 17:03:07.410075
443,7272,17714,Прикладная оптика / Applied optics,2021,master,15758,Оптотехника,12.04.02,,in_work,255,2023-10-05 17:03:10.032734
444,7273,17716,Прикладная оптика,2020,master,15758,Оптотехника,12.04.02,,in_work,225,2023-10-05 17:03:14.630780
445,7274,17718,Прикладная оптика,2019,bachelor,15753,Оптотехника,12.03.02,,in_work,363,2023-10-05 17:03:20.124555
446,7275,17722,Прикладная оптика,2020,bachelor,15753,Оптотехника,12.03.02,,in_work,489,2023-10-05 17:03:27.130681
447,7276,17723,Прикладная оптика,2021,bachelor,15753,Оптотехника,12.03.02,,in_work,524,2023-10-05 17:03:33.667119
448,7277,17724,Световая инженерия,2018,bachelor,15772,Техническая физика,16.03.01,,in_work,311,2023-10-05 17:03:39.223491
449,7278,17726,Прикладная и компьютерная оптика,2018,bachelor,15753,Оптотехника,12.03.02,,in_work,311,2023-10-05 17:03:45.199375
450,7279,17727,Оптико-электронные приборы и системы,2020,specialist,15762,Электронные и оптико-электронные приборы и системы специального назначения,12.05.01,,in_work,410,2023-10-05 17:03:50.676190
451,7281,17729,Оптико-электронные информационно-измерительные приборы и системы,2019,specialist,15762,Электронные и оптико-электронные приборы и системы специального назначения,12.05.01,,in_work,367,2023-10-05 17:03:55.920564
452,7282,17731,Прикладная оптика,2019,bachelor,15772,Техническая физика,16.03.01,,in_work,362,2023-10-05 17:04:01.085641
453,7283,17733,Биоинформатика и системная биология / Bioinformatics and systems biology,2021,master,15735,Прикладная математика и информатика,01.04.02,,in_work,137,2023-10-05 17:04:02.700236
454,7284,17734,Разработка программного обеспечения / Software Engineering,2021,master,15735,Прикладная математика и информатика,01.04.02,,in_work,128,2023-10-05 17:04:04.345305
455,7285,17797,Подготовительные курсы,2022,specialist,15813,Подготовительные курсы,00.00.00,,in_work,29,2023-10-05 17:04:05.241222
456,7286,17798,Подготовительные курсы,2022,specialist,15813,Подготовительные курсы,00.00.00,,in_work,56,2023-10-05 17:04:06.108130
457,7287,17799,Подготовительные курсы,2022,specialist,15813,Подготовительные курсы,00.00.00,,in_work,123,2023-10-05 17:04:07.030879
458,7330,18390,Искусственный интеллект и поведенческая экономика,2023,master,15744,Прикладная информатика,09.04.03,факультет цифровых трансформаций,verified,120,2023-10-05 17:04:13.559146
459,7324,18378,Программирование и искусственный интеллект,2023,master,15735,Прикладная математика и информатика,01.04.02,институт прикладных компьютерных наук,verified,120,2023-10-05 17:04:19.782608
460,7305,18351,Биоинженерия,2023,bachelor,15755,Биотехнические системы и технологии,12.03.04,центр химической инженерии,verified,228,2023-10-05 17:04:27.250789
461,7331,18392,Аналитика данных,2023,master,15818,Математическое обеспечение и администрирование информационных систем,02.04.01,высшая школа цифровой культуры,verified,120,2023-10-05 17:04:33.872069
462,7323,18377,Разработка программного обеспечения,2023,master,15735,Прикладная математика и информатика,01.04.02,институт прикладных компьютерных наук,verified,120,2023-10-05 17:04:39.998762
463,7299,18345,Системное и прикладное программное обеспечение,2023,bachelor,15741,Программная инженерия,09.03.04,факультет программной инженерии и компьютерной техники,verified,240,2023-10-05 17:04:49.007043
464,7302,18348,Программирование в инфокоммуникационных системах,2023,bachelor,15748,Инфокоммуникационные технологии и системы связи,11.03.02,факультет инфокоммуникационных технологий,verified,240,2023-10-05 17:04:55.510119
465,7211,15867,Стратегии и технологии цифровой трансформации / Digital Transformation Strategies and Technologies,2022,master,15798,Инноватика,27.04.05,,in_work,542,2023-10-05 17:05:01.676500
466,7212,16157,Стратегии и технологии цифровой трансформации / Digital Transformation Strategies and Technologies,2022,master,15803,Экономика,38.04.01,,in_work,542,2023-10-05 17:05:08.265835
467,7256,17674,Водородная энергетика,2021,master,15774,Техническая физика,16.04.01,,in_work,123,2023-10-05 17:05:09.886248
468,7334,18399,Компьютерные системы и технологии,2023,master,15742,Информатика и вычислительная техника,09.04.01,факультет программной инженерии и компьютерной техники,verified,120,2023-10-05 17:05:16.068497
469,7333,18395,Цифровая урбанистика / Digital Urban Studies,2023,master,15799,Наукоемкие технологии и экономика инноваций,27.04.07,Институт дизайна и урбанистики,verified,123,2023-10-05 17:05:24.444597
470,7326,18380,Биоинформатика и системная биология / Bioinformatics and systems biology,2023,master,15735,Прикладная математика и информатика,01.04.02,институт прикладных компьютерных наук,verified,120,2023-10-05 17:05:29.158820
471,7325,18379,Глубокое обучение и генеративный искусственный интеллект,2023,master,15735,Прикладная математика и информатика,01.04.02,институт прикладных компьютерных наук,verified,120,2023-10-05 17:05:34.899828
472,7332,18393,Цифровая урбанистика / Digital Urban Studies,2023,master,15810,Градостроительство,07.04.04,Институт дизайна и урбанистики,verified,123,2023-10-05 17:05:43.070313
473,7204,16657,Техническое зрение,2022,master,15758,Оптотехника,12.04.02,"научно-образовательная лаборатория ""Техническое зрение""",in_work,518,2023-10-05 17:05:49.605720
474,7328,18429,Математическое и компьютерное моделирование,2023,master,15735,Прикладная математика и информатика,01.04.02,научно-образовательный центр математики,verified,120,2023-10-05 17:05:56.444954
475,7280,10572,Нанофотоника и квантовая оптика,2018,bachelor,15772,Техническая физика,16.03.01,,in_work,393,2023-10-05 17:06:02.744036
476,7221,16105,Цифровые методы в гуманитарных исследованиях / Digital Humanities,2022,master,15799,Наукоемкие технологии и экономика инноваций,27.04.07,,on_check,480,2023-10-05 17:06:08.939023
477,7313,18359,Робототехника и искусственный интеллект,2023,bachelor,15792,Управление в технических системах,27.03.04,факультет систем управления и робототехники,verified,240,2023-10-05 17:06:19.081290
478,7293,18338,Теоретическая и экспериментальная физика,2023,bachelor,15772,Техническая физика,16.03.01,физический факультет,verified,240,2023-10-05 17:06:26.745257
479,7348,18428,Системное и прикладное программное обеспечение,2023,master,15745,Программная инженерия,09.04.04,факультет программной инженерии и компьютерной техники,verified,120,2023-10-05 17:06:33.837814
480,7338,18413,Программирование и интернет-технологии,2023,master,15809,Информационные системы и технологии,09.04.02,факультет информационных технологий и программирования,verified,120,2023-10-05 17:06:40.064014
481,7370,18442,Роботизация химических технологий,2023,master,15770,Автоматизация технологических процессов и производств,15.04.04,научно-образовательный центр инфохимии,verified,120,2023-10-05 17:06:45.589501
482,7344,18424,"Мультимедиа-технологии, дизайн и юзабилити",2023,master,15745,Программная инженерия,09.04.04,факультет программной инженерии и компьютерной техники,verified,120,2023-10-05 17:06:51.846212
483,7354,18458,Программирование и инфокоммуникации,2023,master,15750,Инфокоммуникационные технологии и системы связи,11.04.02,факультет инфокоммуникационных технологий,verified,120,2023-10-05 17:07:02.694674
484,7350,18454,Проектирование и разработка систем больших данных,2023,master,15745,Программная инженерия,09.04.04,факультет программной инженерии и компьютерной техники,verified,120,2023-10-05 17:07:09.313095
485,7405,18388,Цифровые методы в гуманитарных исследованиях,2023,master,15798,Инноватика,27.04.05,институт международного развития и партнерства,verified,120,2023-10-05 17:07:16.903822
486,7400,18398,Научная коммуникация,2023,master,15798,Инноватика,27.04.05,институт международного развития и партнерства,verified,120,2023-10-05 17:07:24.371951
487,7343,18421,Мобильные и облачные технологии,2023,master,15744,Прикладная информатика,09.04.03,факультет инфокоммуникационных технологий,verified,120,2023-10-05 17:07:32.967812
488,7359,18519,Цифровые технологии в производстве,2023,master,15770,Автоматизация технологических процессов и производств,15.04.04,факультет систем управления и робототехники,verified,120,2023-10-05 17:07:41.074570
489,7401,18397,Искусство и наука / Art & Science,2023,master,15798,Инноватика,27.04.05,институт международного развития и партнерства,verified,126,2023-10-05 17:07:44.919731
490,7381,18431,Энергоэффективные инженерные системы и технологии СПГ,2023,master,15775,"Холодильная, криогенная техника и системы жизнеобеспечения",16.04.03,"институт  ""Высшая инженерно-техническая школа""",verified,120,2023-10-05 17:07:50.832709
491,7355,18444,Функциональная безопасность беспилотных транспортных средств,2023,master,15751,Конструирование и технология электронных средств,11.04.03,факультет безопасности информационных технологий,verified,120,2023-10-05 17:07:56.729415
492,7361,18451,Техническое зрение,2023,master,15758,Оптотехника,12.04.02,"научно-образовательная лаборатория ""Техническое зрение""",verified,120,2023-10-05 17:08:04.948393
493,7403,18394,Корпоративные финансы и венчурные инвестиции,2023,master,15798,Инноватика,27.04.05,факультет технологического менеджмента и инноваций,in_work,0,2023-10-05 17:08:05.701916
494,7364,18456,Хемоинформатика и биоинженерия / Chemoinformatics and bioengineering,2023,master,15760,Биотехнические системы и технологии,12.04.04,центр химической инженерии,verified,99,2023-10-05 17:08:12.467364
495,7385,18414,Индустриальная экология / Industrial ecology,2023,master,15779,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.04.02,факультет экотехнологий,verified,120,2023-10-05 17:08:20.804625
496,7394,18402,Молекулярная биология и биотехнология / Molecular Biology and Biotechnology,2023,master,15783,Биотехнология,19.04.01,химико-биологический кластер,verified,120,2023-10-05 17:08:25.660082
497,7388,18411,Химия и искусственный интеллект / Chemistry and Artificial Intelligence,2023,master,15779,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.04.02,химико-биологический кластер,verified,120,2023-10-05 17:08:30.720813
498,7411,18381,Цифровые продукты: создание и управление,2023,master,15819,Менеджмент,38.04.02,факультет технологического менеджмента и инноваций,verified,120,2023-10-05 17:08:34.405089
499,7485,18417,Искусственный интеллект в промышленности,2023,master,15809,Информационные системы и технологии,09.04.02,факультет цифровых трансформаций,verified,120,2023-10-05 17:08:41.601783
500,7404,18391,Продуктовый дизайн,2023,master,15798,Инноватика,27.04.05,институт международного развития и партнерства,verified,120,2023-10-05 17:08:46.340132
501,7396,18526,Прикладная геномика,2023,master,15812,Биология,06.04.01,химико-биологический кластер,verified,120,2023-10-05 17:08:53.231510
502,7487,18387,Искусственный интеллект и поведенческая экономика,2023,master,15735,Прикладная математика и информатика,01.04.02,факультет цифровых трансформаций,verified,120,2023-10-05 17:08:59.147234
503,7339,18415,Речевые технологии и машинное обучение,2023,master,15809,Информационные системы и технологии,09.04.02,факультет информационных технологий и программирования,verified,120,2023-10-05 17:09:04.116203
504,7389,18410,Химия для энергетических технологий / Sustainable Chemistry For Energy Technologies,2023,master,15779,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.04.02,химико-биологический кластер,verified,120,2023-10-05 17:09:09.150282
505,7360,18449,Прикладная оптика / Applied Optics,2023,master,15758,Оптотехника,12.04.02,"институт  ""Высшая инженерно-техническая школа""",verified,120,2023-10-05 17:09:17.022743
506,7372,18440,Системный анализ и управление,2023,master,15796,Системный анализ и управление,27.04.03,факультет систем управления и робототехники,verified,120,2023-10-05 17:09:23.984747
507,7392,18408,ФудТех / Foodtech,2023,master,15785,Продукты питания животного происхождения,19.04.03,факультет биотехнологий,verified,120,2023-10-05 17:09:29.095525
508,7297,18343,Мобильные и сетевые технологии,2023,bachelor,15740,Прикладная информатика,09.03.03,факультет инфокоммуникационных технологий,verified,241,2023-10-05 17:09:36.384158
509,7365,18452,Лазерные технологии,2023,master,15761,Лазерная техника и лазерные технологии,12.04.05,институт лазерных технологий,verified,120,2023-10-05 17:09:44.504160
510,7337,18409,Искусственный интеллект,2023,master,15798,Инноватика,27.04.05,институт прикладных компьютерных наук,verified,120,2023-10-05 17:09:56.006108
511,7375,18435,Световодная фотоника и программируемая электроника,2023,master,15774,Техническая физика,16.04.01,"институт  ""Высшая инженерно-техническая школа""",verified,120,2023-10-05 17:10:03.778571
512,7347,18427,Программное обеспечение радиоэлектронных систем,2023,master,15745,Программная инженерия,09.04.04,факультет программной инженерии и компьютерной техники,verified,120,2023-10-05 17:10:09.573976
513,7356,18445,Функциональная безопасность беспилотных транспортных средств,2023,master,15788,Эксплуатация транспортно-технологических машин и комплексов,23.04.03,факультет безопасности информационных технологий,verified,120,2023-10-05 17:10:15.728801
514,7341,18418,Информационные системы бизнеса,2023,master,15744,Прикладная информатика,09.04.03,факультет информационных технологий и программирования,verified,120,2023-10-05 17:10:20.571148
515,7398,18400,Математические технологии системного анализа,2023,master,15796,Системный анализ и управление,27.04.03,научно-образовательный центр математики,verified,120,2023-10-05 17:10:27.757009
516,7382,18423,Технологии декарбонизации в топливно-энергетическом комплексе,2023,master,15775,"Холодильная, криогенная техника и системы жизнеобеспечения",16.04.03,"институт  ""Высшая инженерно-техническая школа""",verified,120,2023-10-05 17:10:33.252448
517,7346,18426,Нейротехнологии и программная инженерия,2023,master,15745,Программная инженерия,09.04.04,факультет программной инженерии и компьютерной техники,verified,120,2023-10-05 17:10:39.022684
518,7380,18432,Информационные технологии в теплофизике,2023,master,15775,"Холодильная, криогенная техника и системы жизнеобеспечения",16.04.03,"образовательный центр ""Энергоэффективные инженерные системы""",verified,120,2023-10-05 17:10:44.196119
519,7357,18447,Инженерия цифровых систем,2023,master,15757,Приборостроение,12.04.01,"институт  ""Высшая инженерно-техническая школа""",verified,120,2023-10-05 17:10:51.502696
520,7483,18517,Физика и технология наноструктур / Physics and Technology of Nanostructures,2023,master,15759,Фотоника и оптоинформатика,12.04.03,факультет фотоники,verified,120,2023-10-05 17:10:59.757710
521,7484,18443,Программирование и инфокоммуникации,2023,master,15750,Инфокоммуникационные технологии и системы связи,11.04.02,факультет инфокоммуникационных технологий,in_work,0,2023-10-05 17:11:00.496316
522,7407,18386,Науки о здоровье / Public Health Sciences,2023,master,15799,Наукоемкие технологии и экономика инноваций,27.04.07,институт международного развития и партнерства,verified,120,2023-10-05 17:11:04.159190
523,7369,18448,Экологическая инженерия и экодизайн,2023,master,15786,Техносферная безопасность,20.04.01,факультет экотехнологий,verified,120,2023-10-05 17:11:10.445079
524,7386,18416,Индустриальная экология / Industrial ecology,2023,master,15786,Техносферная безопасность,20.04.01,факультет экотехнологий,verified,120,2023-10-05 17:11:18.659130
525,7349,18430,Проектирование и разработка систем искусственного интеллекта,2023,master,15745,Программная инженерия,09.04.04,факультет программной инженерии и компьютерной техники,verified,120,2023-10-05 17:11:24.460031
526,7377,18433,Физика радиочастотных технологий,2023,master,15774,Техническая физика,16.04.01,физико-технический мегафакультет,verified,120,2023-10-05 17:11:29.735291
527,7379,18521,Фотоника и спинтроника,2023,master,15774,Техническая физика,16.04.01,физический факультет,verified,120,2023-10-05 17:11:35.575434
528,7351,18455,Программирование для незрячих и слабовидящих,2023,master,15745,Программная инженерия,09.04.04,факультет программной инженерии и компьютерной техники,verified,120,2023-10-05 17:11:39.331678
529,7353,18441,Безопасность систем искусственного интеллекта,2023,master,15747,Информационная безопасность,10.04.01,факультет безопасности информационных технологий,verified,120,2023-10-05 17:11:45.315226
530,7366,18523,Перспективные системы передачи данных,2023,master,15761,Лазерная техника и лазерные технологии,12.04.05,институт перспективных систем передачи данных,verified,120,2023-10-05 17:11:51.189357
531,7378,18524,Лазерные и синхротронные технологии мегасайенс,2023,master,15774,Техническая физика,16.04.01,институт перспективных систем передачи данных,verified,120,2023-10-05 17:11:56.313473
532,7402,18396,Инновационный маркетинг,2023,master,15798,Инноватика,27.04.05,факультет технологического менеджмента и инноваций,in_work,42,2023-10-05 17:11:57.351446
533,7391,18407,ФудТех / Foodtech,2023,master,15784,Продукты питания из растительного сырья,19.04.02,факультет биотехнологий,verified,93,2023-10-05 17:12:01.882712
534,7300,18346,Технологии защиты информации,2023,bachelor,15814,Информационная безопасность,10.03.01,факультет безопасности информационных технологий,verified,240,2023-10-05 17:12:08.528581
535,7352,18439,Информационная безопасность / Information security,2023,master,15747,Информационная безопасность,10.04.01,факультет безопасности информационных технологий,verified,120,2023-10-05 17:12:16.054428
536,7374,18436,Инженерия приводных систем,2023,master,15771,Мехатроника и робототехника,15.04.06,факультет систем управления и робототехники,verified,120,2023-10-05 17:12:23.747719
537,7409,18383,Технологии и стратегии бизнес-трансформации,2023,master,15803,Экономика,38.04.01,факультет технологического менеджмента и инноваций,verified,120,2023-10-05 17:12:30.328200
538,7362,18457,Прикладная фотоника,2023,master,15759,Фотоника и оптоинформатика,12.04.03,физико-технический мегафакультет,verified,120,2023-10-05 17:12:39.058964
539,7301,18347,Технологии защиты информации,2023,bachelor,15749,Конструирование и технология электронных средств,11.03.03,факультет безопасности информационных технологий,verified,240,2023-10-05 17:12:45.679554
540,7358,18518,Цифровые технологии в производстве,2023,master,15757,Приборостроение,12.04.01,факультет систем управления и робототехники,verified,120,2023-10-05 17:12:53.999506
541,7495,18520,Физика и технология наноструктур / Physics and technology of nanostructures,2023,master,15759,Фотоника и оптоинформатика,12.04.03,факультет фотоники,verified,120,2023-10-05 17:13:03.550333
542,7335,18404,Искусственный интеллект,2023,master,15742,Информатика и вычислительная техника,09.04.01,институт прикладных компьютерных наук,verified,120,2023-10-05 17:13:15.611697
543,7496,25337,Технологии и стратегии бизнес-трансформации,2023,master,15798,Инноватика,27.04.05,факультет технологического менеджмента и инноваций,verified,120,2023-10-05 17:13:22.203308
544,7307,18353,Лазерные технологии,2023,bachelor,15756,Лазерная техника и лазерные технологии,12.03.05,институт лазерных технологий,verified,240,2023-10-05 17:13:31.709107
